"contig_name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Strain"
"k141_37339_length_60339_cov_11.2183","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_29037_length_56120_cov_12.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_8531_length_22549_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_15897_length_5589_cov_13.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_22973_length_114836_cov_12.9991","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas viridiflava",NA
"k141_52086_length_62272_cov_9.9968","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_43242_length_44565_cov_10.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas viridiflava",NA
"k141_44684_length_20058_cov_10.0959","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_58396_length_10712_cov_12.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_53511_length_113875_cov_13.4601","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_14373_length_89267_cov_17.7513","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas abietaniphila",NA
"k119_58001_length_61199_cov_11.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_1113_length_47110_cov_18.3434","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas abietaniphila",NA
"k119_108654_length_43801_cov_13.9940","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas abietaniphila",NA
"k119_52773_length_27781_cov_19.3178","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas abietaniphila",NA
"k119_27319_length_27206_cov_12.7837","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_55914_length_19881_cov_15.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_42624_length_19178_cov_13.3438","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_9238_length_11178_cov_20.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_65971_length_7941_cov_14.7902","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA,NA
"k119_49084_length_3190_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_54595_length_326699_cov_24.9973","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_79206_length_112984_cov_29.0901","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_42632_length_30709_cov_8.8679","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_14305_length_24316_cov_11.5576","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_70589_length_22719_cov_41.9274","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_38836_length_22676_cov_12.2030","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_48799_length_20557_cov_59.5348","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_8506_length_12273_cov_15.9247","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_106511_length_12231_cov_16.2162","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA,NA
"k119_54499_length_10856_cov_48.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_73444_length_9462_cov_12.6440","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_42412_length_8029_cov_13.2042","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_20996_length_7866_cov_13.9502","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_27370_length_7782_cov_13.9661","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_18565_length_3170_cov_7.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_27020_length_1412_cov_5.0000","Bacteria","Bacillota","Bacilli","Bacillales",NA,"Exiguobacterium",NA,NA
"k119_138983_length_12046_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_71201_length_10220_cov_22.1248","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_21759_length_8340_cov_5.8443","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_88757_length_5170_cov_5.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_16098_length_4784_cov_7.0000","Bacteria","Bacillota","Bacilli","Bacillales",NA,"Exiguobacterium",NA,NA
"k119_37063_length_1657_cov_4.0000","Bacteria",NA,NA,NA,NA,NA,NA,NA
"k119_55617_length_1244_cov_12.5182","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas coleopterorum",NA
"k119_25940_length_1224_cov_3.0000","Bacteria",NA,NA,NA,NA,NA,NA,NA
"k119_29944_length_558988_cov_26.9591","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_18825_length_527403_cov_23.0576","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_75451_length_497475_cov_30.1237","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_61001_length_331615_cov_37.0401","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_28475_length_313715_cov_25.7970","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_83243_length_253662_cov_18.0587","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_37392_length_251521_cov_31.1454","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_75362_length_217654_cov_21.2036","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_66080_length_203259_cov_33.9912","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_69137_length_190449_cov_9.7299","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_19148_length_189786_cov_22.9954","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_30221_length_165646_cov_10.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Xanthomonas",NA,NA
"k119_60164_length_155956_cov_17.9956","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_46234_length_138395_cov_29.9958","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_79100_length_130698_cov_22.9933","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_72970_length_110307_cov_37.0671","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_61093_length_91868_cov_33.8389","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_28284_length_87925_cov_40.2486","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_81896_length_79369_cov_9.9977","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_75726_length_67705_cov_32.9811","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter calcoaceticus",NA
"k119_54441_length_47906_cov_16.0359","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_13105_length_34818_cov_13.0804","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas coleopterorum",NA
"k119_46952_length_27825_cov_14.3257","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_12732_length_25282_cov_15.3018","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_43756_length_22858_cov_14.9877","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_108926_length_116094_cov_41.8475","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_62992_length_91211_cov_48.4618","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_58462_length_49435_cov_57.4436","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_21211_length_47066_cov_61.2261","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_2417_length_46097_cov_38.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_46581_length_33204_cov_11.7324","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_35078_length_16248_cov_16.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_107582_length_15196_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_31698_length_13969_cov_13.0223","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_48002_length_10428_cov_8.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_42457_length_8898_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_32084_length_6970_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_31442_length_4240_cov_10.0000","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA,NA
"k119_102545_length_1703_cov_4.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_50912_length_31259_cov_8.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas abietaniphila",NA
"k119_103954_length_27322_cov_8.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas abietaniphila",NA
"k119_67079_length_23433_cov_7.9940","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas abietaniphila",NA
"k119_103250_length_9186_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas abietaniphila",NA
"k119_24444_length_6670_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_91410_length_6162_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_1167_length_5781_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas abietaniphila",NA
"k119_38931_length_1702_cov_5.9368","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_103716_length_10855_cov_8.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_59402_length_10267_cov_7.0000","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA,NA
"k119_7956_length_9392_cov_8.3024","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_86952_length_7058_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_76231_length_3656_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_21429_length_21983_cov_10.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas graminis",NA
"k119_16583_length_21867_cov_12.1201","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. 15A4",NA
"k119_19634_length_15016_cov_11.9129","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas graminis",NA
"k119_7075_length_12661_cov_7.9461","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_75294_length_1686_cov_3.6171","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_13814_length_524382_cov_12.1206","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA,NA
"k119_99621_length_253423_cov_9.0000","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA,NA
"k119_7241_length_21680_cov_11.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_79464_length_17320_cov_10.9884","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA,NA
"k119_46133_length_16340_cov_13.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_31803_length_8806_cov_30.2063","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_42097_length_5093_cov_5.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter guillouiae",NA
"k119_111107_length_1809_cov_4.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_44948_length_313457_cov_9.9999","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_28160_length_242144_cov_7.9994","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_90955_length_90483_cov_16.1510","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_62168_length_88566_cov_11.1752","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_94843_length_65621_cov_9.0293","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_54799_length_64851_cov_8.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_91348_length_39998_cov_8.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_33724_length_39300_cov_11.9944","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_64020_length_39066_cov_35.0448","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_82738_length_38890_cov_7.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_42867_length_37847_cov_8.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_13981_length_37519_cov_8.9957","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter calcoaceticus",NA
"k119_48578_length_33006_cov_13.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_38995_length_32882_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_25454_length_26096_cov_24.9286","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas coleopterorum",NA
"k119_58699_length_25600_cov_25.4191","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_43589_length_21798_cov_14.9092","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_25060_length_19712_cov_34.9653","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_47218_length_19348_cov_24.8282","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_41990_length_19297_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_99727_length_19116_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_71288_length_17970_cov_7.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter calcoaceticus",NA
"k119_37271_length_17134_cov_15.9647","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_27446_length_16363_cov_13.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_13931_length_12366_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_26927_length_11595_cov_10.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_81544_length_10921_cov_6.9889","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_19384_length_10724_cov_9.9177","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_89147_length_10370_cov_12.9309","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_57083_length_8997_cov_14.8068","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas simiae",NA
"k119_83385_length_8437_cov_8.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_26619_length_5103_cov_12.9518","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_29432_length_5072_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_13521_length_161990_cov_28.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_31931_length_139480_cov_31.9273","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_13856_length_104085_cov_42.4112","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_10929_length_96954_cov_39.7464","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_16204_length_92549_cov_62.6976","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_24078_length_91425_cov_10.0077","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_31444_length_85990_cov_45.4254","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_30139_length_85524_cov_41.4398","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_16541_length_85493_cov_45.9789","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_17162_length_77484_cov_60.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas graminis",NA
"k119_18467_length_60681_cov_14.4723","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. RIT-PI-a",NA
"k119_26102_length_57905_cov_57.9803","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_31945_length_36638_cov_47.9151","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_28400_length_34644_cov_10.9777","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_11194_length_32248_cov_12.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_9435_length_29990_cov_20.8434","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_26046_length_29336_cov_7.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_16602_length_22334_cov_8.4380","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_3403_length_20624_cov_24.9414","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_10770_length_18964_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_3318_length_12258_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_32201_length_12140_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_22091_length_7018_cov_33.2726","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_21380_length_6928_cov_17.9501","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_8266_length_6851_cov_40.3397","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_6488_length_6607_cov_24.9260","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA,NA
"k119_7843_length_5109_cov_5.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_27503_length_4307_cov_5.0000","Bacteria","Bacillota","Bacilli","Bacillales",NA,"Exiguobacterium",NA,NA
"k119_21595_length_3922_cov_5.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_28374_length_3157_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_23052_length_3024_cov_5.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter calcoaceticus",NA
"k119_15660_length_2503_cov_3.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter calcoaceticus",NA
"k119_60477_length_433269_cov_21.9982","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_15109_length_230227_cov_18.0002","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_50171_length_183560_cov_12.9987","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas congelans",NA
